register_id,direction,transport_mode,total_value
15487,Imports,Rail,7000000
15488,Imports,Rail,31000000
15489,Imports,Rail,39000000
15490,Imports,Rail,30000000
15491,Imports,Rail,31000000
15492,Imports,Rail,25000000
15493,Imports,Rail,3000000
15494,Imports,Rail,3000000
15495,Imports,Rail,5000000
15496,Imports,Rail,29000000
15497,Imports,Rail,32000000
15498,Imports,Rail,33000000
15499,Imports,Rail,57000000
15500,Imports,Rail,4000000
15501,Imports,Sea,5000000
15502,Imports,Sea,34000000
15503,Imports,Sea,30000000
15504,Imports,Sea,32000000
15505,Imports,Sea,38000000
15506,Imports,Sea,27000000
15507,Imports,Air,3000000
15508,Imports,Air,5000000
15509,Imports,Air,33000000
15510,Imports,Air,35000000
15511,Imports,Air,33000000
15512,Imports,Air,31000000
15513,Imports,Air,36000000
15514,Imports,Air,5000000
15515,Imports,Air,5000000
15516,Imports,Air,30000000
15517,Imports,Air,33000000
15518,Imports,Air,34000000
15519,Imports,Air,40000000
15520,Imports,Air,28000000
15521,Imports,Air,4000000
15522,Imports,Air,8000000
15523,Imports,Air,34000000
15524,Imports,Air,38000000
15525,Imports,Air,35000000
15526,Imports,Air,36000000
15527,Imports,Air,27000000
15528,Imports,Air,4000000
15529,Imports,Air,3000000
15530,Imports,Air,44000000
15531,Imports,Air,45000000
15532,Imports,Air,38000000
15533,Imports,Air,36000000
15534,Imports,Air,29000000
15535,Imports,Air,6000000
15536,Imports,Air,5000000
15537,Imports,Air,30000000
15538,Imports,Air,33000000
15539,Imports,Air,34000000
15540,Imports,Air,37000000
15541,Imports,Air,36000000
15542,Imports,Air,2000000
15543,Imports,Air,6000000
15544,Imports,Air,31000000
15545,Imports,Air,33000000
15546,Imports,Air,34000000
15547,Imports,Air,41000000
15548,Imports,Air,28000000
15549,Imports,Air,2000000
15550,Imports,Air,7000000
15551,Imports,Air,29000000
15552,Imports,Air,39000000
15553,Imports,Air,32000000
15554,Imports,Air,37000000
15555,Imports,Air,28000000
15556,Imports,Air,4000000
15557,Imports,Air,5000000
15558,Imports,Air,43000000
15559,Imports,Air,34000000
15560,Imports,Air,56000000
15561,Imports,Air,3000000
15562,Imports,Air,6000000
15563,Imports,Air,20000000
15564,Imports,Air,43000000
15565,Imports,Air,35000000
15566,Imports,Air,57000000
15567,Imports,Air,43000000
15568,Imports,Air,3000000
15569,Imports,Air,4000000
15570,Imports,Sea,7000000
15571,Imports,Sea,39000000
15572,Imports,Sea,41000000
15573,Imports,Sea,45000000
15574,Imports,Sea,38000000
15575,Imports,Sea,2000000
15576,Imports,Sea,4000000
15577,Imports,Sea,37000000
15578,Imports,Sea,43000000
15579,Imports,Sea,36000000
15580,Imports,Sea,62000000
15581,Imports,Sea,43000000
15582,Imports,Sea,3000000
15583,Imports,Sea,6000000
15584,Imports,Sea,51000000
15585,Imports,Sea,56000000
15586,Imports,Sea,41000000
15587,Imports,Sea,41000000
15588,Imports,Sea,30000000
15589,Imports,Sea,2000000
15590,Imports,Sea,7000000
15591,Imports,Sea,26000000
15592,Imports,Sea,47000000
15593,Imports,Sea,33000000
15594,Imports,Road,28000000
15595,Imports,Road,21000000
15596,Imports,Road,3000000
15597,Imports,Road,6000000
15598,Imports,Road,25000000
15599,Imports,Road,22000000
15600,Imports,Road,30000000
15601,Imports,Road,24000000
15602,Imports,Road,21000000
15603,Imports,Road,2000000
15604,Imports,Road,6000000
15605,Imports,Road,29000000
15606,Imports,Road,36000000
15607,Imports,Road,27000000
15608,Imports,Road,32000000
15609,Imports,Road,30000000
15610,Imports,Road,2000000
15611,Imports,Road,5000000
15612,Imports,Road,25000000
15613,Imports,Road,35000000
15614,Imports,Road,30000000
15615,Imports,Road,30000000
15616,Imports,Road,2000000
15617,Imports,Road,2000000
15618,Imports,Road,5000000
15619,Imports,Road,4000000
15620,Imports,Road,35000000
15621,Imports,Road,35000000
15622,Imports,Road,36000000
15623,Imports,Road,45000000
15624,Imports,Road,3000000
15625,Imports,Road,8000000
15626,Imports,Road,36000000
15627,Imports,Road,35000000
15628,Imports,Road,35000000
15629,Imports,Road,35000000
15630,Imports,Road,29000000
15631,Imports,Road,2000000
15632,Imports,Road,8000000
15633,Imports,Road,41000000
15634,Imports,Road,38000000
15635,Imports,Road,34000000
15636,Imports,Road,36000000
15637,Imports,Road,24000000
15638,Imports,Road,3000000
15639,Imports,Road,5000000
15640,Imports,Road,36000000
15641,Imports,Road,33000000
15642,Imports,Road,37000000
15643,Imports,Road,42000000
15644,Imports,Road,31000000
15645,Imports,Road,2000000
15646,Imports,Road,4000000
15647,Imports,Road,5000000
15648,Imports,Road,34000000
15649,Imports,Road,36000000
15650,Imports,Road,44000000
15651,Imports,Road,27000000
15652,Imports,Road,3000000
15653,Imports,Road,17000000
15654,Imports,Sea,33000000
15655,Imports,Sea,38000000
15656,Imports,Sea,34000000
15657,Imports,Sea,36000000
15658,Imports,Sea,30000000
15659,Imports,Sea,3000000
15660,Imports,Sea,5000000
15661,Imports,Sea,32000000
15662,Imports,Sea,38000000
15663,Imports,Sea,38000000
15664,Imports,Sea,41000000
15665,Imports,Sea,36000000
15666,Imports,Sea,2000000
15667,Imports,Sea,4000000
15668,Imports,Sea,37000000
15669,Imports,Sea,38000000
15670,Imports,Sea,37000000
15671,Imports,Sea,34000000
15672,Imports,Sea,26000000
15673,Imports,Sea,4000000
15674,Imports,Sea,4000000
15675,Imports,Sea,32000000
15676,Imports,Sea,33000000
15677,Imports,Sea,36000000
15678,Imports,Sea,34000000
15679,Imports,Sea,31000000
15680,Imports,Sea,3000000
15681,Imports,Sea,4000000
15682,Imports,Sea,27000000
15683,Imports,Sea,28000000
15684,Imports,Sea,56000000
15685,Imports,Sea,40000000
15686,Imports,Sea,31000000
15687,Imports,Sea,2000000
15688,Imports,Sea,3000000
15689,Imports,Sea,5000000
15690,Imports,Sea,40000000
15691,Imports,Sea,39000000
15692,Imports,Sea,42000000
15693,Imports,Sea,28000000
15694,Imports,Sea,4000000
15695,Imports,Sea,3000000
15696,Imports,Sea,37000000
15697,Imports,Sea,34000000
15698,Imports,Sea,42000000
15699,Imports,Sea,40000000
15700,Imports,Sea,32000000
15701,Imports,Sea,2000000
15702,Imports,Sea,5000000
15703,Imports,Sea,31000000
15704,Imports,Sea,35000000
15705,Imports,Sea,39000000
15706,Imports,Sea,44000000
15707,Imports,Sea,41000000
15708,Imports,Sea,3000000
15709,Imports,Sea,6000000
15710,Imports,Sea,36000000
15711,Imports,Sea,36000000
15712,Imports,Sea,29000000
15713,Imports,Sea,2000000
15714,Imports,Sea,2000000
15715,Imports,Sea,5000000
15716,Imports,Sea,47000000
15717,Imports,Sea,51000000
15718,Imports,Sea,56000000
15719,Imports,Sea,47000000
15720,Imports,Sea,4000000
15721,Imports,Sea,5000000
15722,Imports,Sea,47000000
15723,Imports,Sea,43000000
15724,Imports,Sea,32000000
15725,Imports,Sea,46000000
15726,Imports,Sea,36000000
15727,Imports,Sea,2000000
15728,Imports,Sea,5000000
15729,Imports,Sea,33000000
15730,Imports,Sea,28000000
15731,Imports,Sea,29000000
15732,Imports,Sea,22000000
15733,Imports,Sea,25000000
15734,Imports,Sea,3000000
15735,Imports,Sea,5000000
15736,Imports,Sea,20000000
15737,Imports,Sea,21000000
15738,Imports,Sea,38000000
15739,Imports,Sea,27000000
15740,Imports,Sea,24000000
15741,Imports,Sea,2000000
15742,Imports,Sea,6000000
15743,Imports,Sea,27000000
15744,Imports,Sea,32000000
15745,Imports,Sea,29000000
15746,Imports,Sea,30000000
15747,Imports,Sea,22000000
15748,Imports,Sea,2000000
15749,Imports,Sea,6000000
15750,Imports,Sea,29000000
15751,Imports,Sea,30000000
15752,Imports,Sea,29000000
15753,Imports,Sea,36000000
15754,Imports,Sea,44000000
15755,Imports,Sea,3000000
15756,Imports,Sea,6000000
15757,Imports,Sea,35000000
15758,Imports,Sea,31000000
15759,Imports,Sea,31000000
15760,Imports,Sea,37000000
15761,Imports,Sea,30000000
15762,Imports,Sea,4000000
15763,Imports,Sea,7000000
15764,Imports,Sea,29000000
15765,Imports,Sea,40000000
15766,Imports,Sea,27000000
15767,Imports,Sea,36000000
15768,Imports,Sea,28000000
15769,Imports,Sea,18000000
15770,Imports,Sea,9000000
15771,Imports,Sea,38000000
15772,Imports,Sea,51000000
15773,Imports,Sea,41000000
15774,Imports,Sea,54000000
15775,Imports,Sea,33000000
15776,Imports,Sea,5000000
15777,Imports,Sea,10000000
15778,Imports,Sea,40000000
15779,Imports,Sea,40000000
15780,Imports,Sea,45000000
15781,Imports,Sea,43000000
15782,Imports,Sea,3000000
15783,Imports,Sea,3000000
15784,Imports,Sea,3000000
15785,Imports,Sea,6000000
15786,Imports,Sea,41000000
15787,Imports,Sea,45000000
15788,Imports,Sea,50000000
15789,Imports,Sea,54000000
15790,Imports,Sea,6000000
15791,Imports,Sea,6000000
15792,Imports,Sea,34000000
15793,Imports,Sea,4000000
15794,Imports,Sea,37000000
15795,Imports,Sea,45000000
15796,Imports,Sea,39000000
15797,Imports,Sea,3000000
15798,Imports,Sea,5000000
15799,Imports,Sea,39000000
15800,Imports,Sea,35000000
15801,Imports,Sea,40000000
15802,Imports,Sea,39000000
15803,Imports,Sea,37000000
15804,Imports,Sea,3000000
15805,Imports,Sea,5000000
15806,Imports,Sea,36000000
15807,Imports,Sea,52000000
15808,Imports,Sea,36000000
15809,Imports,Sea,43000000
15810,Imports,Sea,38000000
15811,Imports,Sea,3000000
15812,Imports,Sea,5000000
15813,Imports,Sea,32000000
15814,Imports,Sea,40000000
15815,Imports,Sea,33000000
15816,Imports,Sea,38000000
15817,Imports,Sea,35000000
15818,Imports,Sea,3000000
15819,Imports,Sea,7000000
15820,Imports,Sea,36000000
15821,Imports,Sea,35000000
15822,Imports,Sea,39000000
15823,Imports,Sea,36000000
15824,Imports,Sea,44000000
15825,Imports,Sea,5000000
15826,Imports,Sea,5000000
15827,Imports,Sea,33000000
15828,Imports,Sea,35000000
15829,Imports,Sea,29000000
15830,Imports,Sea,60000000
15831,Imports,Sea,44000000
15832,Imports,Sea,4000000
15833,Imports,Sea,5000000
15834,Imports,Sea,5000000
15835,Imports,Sea,50000000
15836,Imports,Sea,40000000
15837,Imports,Sea,45000000
15838,Imports,Sea,35000000
15839,Imports,Sea,5000000
15840,Imports,Sea,6000000
15841,Imports,Sea,33000000
15842,Imports,Sea,45000000
15843,Imports,Sea,43000000
15844,Imports,Sea,38000000
15845,Imports,Sea,29000000
15846,Imports,Sea,5000000
15847,Imports,Sea,6000000
15848,Imports,Sea,30000000
15849,Imports,Sea,29000000
15850,Imports,Sea,37000000
15851,Imports,Sea,60000000
15852,Imports,Sea,32000000
15853,Imports,Sea,3000000
15854,Imports,Sea,8000000
15855,Imports,Sea,32000000
15856,Imports,Sea,39000000
15857,Imports,Sea,37000000
15858,Imports,Sea,33000000
15859,Imports,Sea,23000000
15860,Imports,Sea,15000000
15861,Imports,Sea,6000000
15862,Imports,Sea,39000000
15863,Imports,Sea,43000000
15864,Imports,Sea,45000000
15865,Imports,Sea,3000000
15866,Imports,Sea,5000000
15867,Imports,Sea,55000000
15868,Imports,Sea,3000000
15869,Imports,Sea,44000000
15870,Imports,Sea,52000000
15871,Imports,Sea,54000000
15872,Imports,Sea,6000000
15873,Imports,Sea,6000000
15874,Imports,Sea,38000000
15875,Imports,Sea,48000000
15876,Imports,Sea,49000000
15877,Imports,Sea,47000000
15878,Imports,Sea,43000000
15879,Imports,Sea,2000000
15880,Imports,Sea,3000000
15881,Imports,Sea,36000000
15882,Imports,Sea,45000000
15883,Imports,Sea,41000000
15884,Imports,Sea,41000000
15885,Imports,Sea,41000000
15886,Imports,Sea,2000000
15887,Imports,Sea,6000000
15888,Imports,Sea,31000000
15889,Imports,Sea,39000000
15890,Imports,Sea,37000000
15891,Imports,Sea,73000000
15892,Imports,Sea,54000000
15893,Imports,Sea,5000000
15894,Imports,Sea,7000000
15895,Imports,Sea,47000000
15896,Imports,Sea,41000000
15897,Imports,Sea,35000000
15898,Imports,Sea,47000000
15899,Imports,Sea,31000000
15900,Imports,Sea,3000000
15901,Imports,Sea,5000000
15902,Imports,Sea,34000000
15903,Imports,Sea,25000000
15904,Imports,Sea,27000000
15905,Imports,Sea,31000000
15906,Imports,Sea,20000000
15907,Imports,Sea,3000000
15908,Imports,Sea,6000000
15909,Imports,Sea,26000000
15910,Imports,Sea,26000000
15911,Imports,Sea,28000000
15912,Imports,Sea,34000000
15913,Imports,Sea,23000000
15914,Imports,Sea,2000000
15915,Imports,Sea,6000000
15916,Imports,Sea,32000000
15917,Imports,Sea,35000000
15918,Imports,Sea,41000000
15919,Imports,Sea,32000000
15920,Imports,Sea,2000000
15921,Imports,Sea,11000000
15922,Imports,Sea,11000000
15923,Imports,Sea,4000000
15924,Imports,Sea,51000000
15925,Imports,Sea,46000000
15926,Imports,Sea,40000000
15927,Imports,Sea,35000000
15928,Imports,Sea,3000000
15929,Imports,Sea,3000000
15930,Imports,Sea,36000000
15931,Imports,Sea,53000000
15932,Imports,Sea,40000000
15933,Imports,Sea,40000000
15934,Imports,Sea,32000000
15935,Imports,Sea,3000000
15936,Imports,Sea,5000000
15937,Imports,Sea,36000000
15938,Imports,Sea,44000000
15939,Imports,Sea,40000000
15940,Imports,Sea,33000000
15941,Imports,Sea,33000000
15942,Imports,Sea,3000000
15943,Imports,Sea,5000000
15944,Imports,Sea,48000000
15945,Imports,Sea,39000000
15946,Imports,Sea,8000000
15947,Imports,Sea,42000000
15948,Imports,Sea,30000000
15949,Imports,Sea,3000000
15950,Imports,Sea,4000000
15951,Imports,Sea,37000000
15952,Imports,Sea,61000000
15953,Imports,Sea,41000000
15954,Imports,Sea,36000000
15955,Imports,Sea,39000000
15956,Imports,Sea,3000000
15957,Imports,Sea,4000000
15958,Imports,Sea,38000000
15959,Imports,Sea,39000000
15960,Imports,Sea,42000000
15961,Imports,Sea,45000000
15962,Imports,Sea,35000000
15963,Imports,Sea,3000000
15964,Imports,Sea,8000000
15965,Imports,Sea,46000000
15966,Imports,Sea,44000000
15967,Imports,Sea,43000000
15968,Imports,Sea,36000000
15969,Imports,Sea,35000000
15970,Imports,Sea,2000000
15971,Imports,Sea,5000000
15972,Imports,Sea,40000000
15973,Imports,Sea,50000000
15974,Imports,Sea,44000000
15975,Imports,Sea,43000000
15976,Imports,Sea,35000000
15977,Imports,Sea,2000000
15978,Imports,Sea,6000000
15979,Imports,Sea,37000000
15980,Imports,Sea,43000000
15981,Imports,Sea,48000000
15982,Imports,Sea,44000000
15983,Imports,Sea,54000000
15984,Imports,Sea,4000000
15985,Imports,Sea,4000000
15986,Imports,Sea,5000000
15987,Imports,Sea,44000000
15988,Imports,Sea,53000000
15989,Imports,Sea,67000000
15990,Imports,Sea,39000000
15991,Imports,Sea,3000000
15992,Imports,Sea,5000000
15993,Imports,Sea,40000000
15994,Imports,Sea,59000000
15995,Imports,Sea,48000000
15996,Imports,Sea,39000000
15997,Imports,Sea,34000000
15998,Imports,Sea,2000000
15999,Imports,Sea,8000000
16000,Imports,Sea,46000000
16001,Imports,Sea,62000000
16002,Imports,Sea,44000000
16003,Imports,Sea,50000000
16004,Imports,Sea,38000000
16005,Imports,Sea,3000000
16006,Imports,Sea,6000000
16007,Imports,Sea,46000000
16008,Imports,Sea,39000000
16009,Imports,Sea,35000000
16010,Imports,Sea,41000000
16011,Imports,Sea,35000000
16012,Imports,Sea,4000000
16013,Imports,Sea,16000000
16014,Imports,Sea,44000000
16015,Imports,Sea,47000000
16016,Imports,Sea,42000000
16017,Imports,Sea,3000000
16018,Imports,Sea,10000000
16019,Imports,Sea,53000000
16020,Imports,Sea,63000000
16021,Imports,Sea,6000000
16022,Imports,Sea,52000000
16023,Imports,Sea,50000000
16024,Imports,Sea,2000000
16025,Imports,Sea,4000000
16026,Imports,Sea,53000000
16027,Imports,Sea,58000000
16028,Imports,Sea,47000000
16029,Imports,Sea,56000000
16030,Imports,Sea,47000000
16031,Imports,Sea,2000000
16032,Imports,Sea,9000000
16033,Imports,Sea,55000000
16034,Imports,Sea,53000000
16035,Imports,Sea,55000000
16036,Imports,Sea,55000000
16037,Imports,Sea,43000000
16038,Imports,Sea,3000000
16039,Imports,Sea,6000000
16040,Imports,Sea,38000000
16041,Imports,Sea,29000000
16042,Imports,Sea,22000000
16043,Imports,Sea,27000000
16044,Imports,Sea,40000000
16045,Imports,Sea,3000000
16046,Imports,Sea,7000000
16047,Imports,Sea,33000000
16048,Imports,Sea,34000000
16049,Imports,Sea,32000000
16050,Imports,Sea,26000000
16051,Imports,Sea,33000000
16052,Imports,Sea,3000000
16053,Imports,Sea,4000000
16054,Imports,Sea,32000000
16055,Imports,Sea,29000000
16056,Imports,Sea,28000000
16057,Imports,Sea,36000000
16058,Imports,Sea,28000000
16059,Imports,Sea,2000000
16060,Imports,Sea,8000000
16061,Imports,Sea,31000000
16062,Imports,Sea,37000000
16063,Imports,Sea,49000000
16064,Imports,Sea,36000000
16065,Imports,Sea,39000000
16066,Imports,Sea,5000000
16067,Imports,Sea,6000000
16068,Imports,Sea,31000000
16069,Imports,Sea,53000000
16070,Imports,Sea,39000000
16071,Imports,Sea,43000000
16072,Imports,Sea,44000000
16073,Imports,Sea,2000000
16074,Imports,Sea,4000000
16075,Imports,Sea,56000000
16076,Imports,Sea,48000000
16077,Imports,Sea,47000000
16078,Imports,Sea,44000000
16079,Imports,Sea,42000000
16080,Imports,Sea,3000000
16081,Imports,Sea,5000000
16082,Imports,Sea,42000000
16083,Imports,Sea,45000000
16084,Imports,Sea,57000000
16085,Imports,Sea,45000000
16086,Imports,Sea,40000000
16087,Imports,Sea,7000000
16088,Imports,Sea,5000000
16089,Imports,Sea,43000000
16090,Imports,Sea,54000000
16091,Imports,Sea,54000000
16092,Imports,Sea,42000000
16093,Imports,Sea,3000000
16094,Imports,Sea,2000000
16095,Imports,Sea,6000000
16096,Imports,Sea,13000000
16097,Imports,Sea,48000000
16098,Imports,Sea,55000000
16099,Imports,Sea,11000000
16100,Imports,Sea,44000000
16101,Imports,Sea,4000000
16102,Imports,Sea,5000000
16103,Imports,Sea,49000000
16104,Imports,Sea,40000000
16105,Imports,Sea,69000000
16106,Imports,Sea,46000000
16107,Imports,Sea,37000000
16108,Imports,Sea,1000000
16109,Imports,Sea,3000000
16110,Imports,Sea,43000000
16111,Imports,Sea,49000000
16112,Imports,Sea,42000000
16113,Imports,Sea,61000000
16114,Imports,Sea,35000000
16115,Imports,Sea,3000000
16116,Imports,Sea,3000000
16117,Imports,Sea,52000000
16118,Imports,Sea,44000000
16119,Imports,Sea,41000000
16120,Imports,Sea,42000000
16121,Imports,Sea,38000000
16122,Imports,Sea,10000000
16123,Imports,Sea,6000000
16124,Imports,Sea,42000000
16125,Imports,Sea,47000000
16126,Imports,Sea,42000000
16127,Imports,Sea,48000000
16128,Imports,Sea,40000000
16129,Imports,Sea,1000000
16130,Imports,Sea,7000000
16131,Imports,Sea,46000000
16132,Imports,Sea,42000000
16133,Imports,Sea,40000000
16134,Imports,Sea,34000000
16135,Imports,Sea,31000000
16136,Imports,Sea,20000000
16137,Imports,Sea,5000000
16138,Imports,Sea,12000000
16139,Imports,Sea,51000000
16140,Imports,Sea,55000000
16141,Imports,Sea,50000000
16142,Imports,Sea,50000000
16143,Imports,Sea,3000000
16144,Imports,Sea,5000000
16145,Imports,Sea,41000000
16146,Imports,Sea,49000000
16147,Imports,Sea,46000000
16148,Imports,Sea,50000000
16149,Imports,Sea,36000000
16150,Imports,Sea,2000000
16151,Imports,Sea,6000000
16152,Imports,Sea,43000000
16153,Imports,Sea,45000000
16154,Imports,Sea,42000000
16155,Imports,Sea,47000000
16156,Imports,Sea,47000000
16157,Imports,Sea,3000000
16158,Imports,Sea,8000000
16159,Imports,Sea,66000000
16160,Imports,Sea,44000000
16161,Imports,Sea,37000000
16162,Imports,Sea,43000000
16163,Imports,Sea,37000000
16164,Imports,Sea,4000000
16165,Imports,Sea,7000000
16166,Imports,Sea,61000000
16167,Imports,Sea,41000000
16168,Imports,Sea,43000000
16169,Imports,Sea,21000000
16170,Imports,Sea,5000000
16171,Imports,Sea,40000000
16172,Imports,Sea,49000000
16173,Imports,Sea,85000000
16174,Imports,Sea,6000000
16175,Imports,Sea,46000000
16176,Imports,Sea,2000000
16177,Imports,Sea,5000000
16178,Imports,Sea,51000000
16179,Imports,Sea,47000000
16180,Imports,Sea,48000000
16181,Imports,Sea,56000000
16182,Imports,Sea,35000000
16183,Imports,Sea,2000000
16184,Imports,Sea,5000000
16185,Imports,Sea,26000000
16186,Imports,Sea,29000000
16187,Imports,Sea,21000000
16188,Imports,Sea,21000000
16189,Imports,Sea,21000000
16190,Imports,Sea,3000000
16191,Imports,Sea,3000000
16192,Imports,Sea,34000000
16193,Imports,Sea,26000000
16194,Imports,Sea,22000000
16195,Imports,Sea,22000000
16196,Imports,Sea,20000000
16197,Imports,Sea,2000000
16198,Imports,Sea,11000000
16199,Imports,Sea,21000000
16200,Imports,Sea,23000000
16201,Imports,Sea,24000000
16202,Imports,Sea,25000000
16203,Imports,Sea,33000000
16204,Imports,Sea,2000000
16205,Imports,Sea,4000000
16206,Imports,Sea,33000000
16207,Imports,Sea,29000000
16208,Imports,Sea,25000000
16209,Imports,Sea,25000000
16210,Imports,Sea,23000000
16211,Imports,Sea,2000000
16212,Imports,Sea,3000000
16213,Imports,Sea,36000000
16214,Imports,Sea,31000000
16215,Imports,Sea,43000000
16216,Imports,Sea,25000000
16217,Imports,Sea,48000000
16218,Imports,Sea,4000000
16219,Imports,Sea,4000000
16220,Imports,Sea,34000000
16221,Imports,Sea,33000000
16222,Imports,Sea,33000000
16223,Imports,Sea,34000000
16224,Imports,Sea,29000000
16225,Imports,Sea,2000000
16226,Imports,Sea,4000000
16227,Imports,Sea,32000000
16228,Imports,Sea,38000000
16229,Imports,Sea,57000000
16230,Imports,Sea,39000000
16231,Imports,Sea,34000000
16232,Imports,Sea,3000000
16233,Imports,Sea,8000000
16234,Imports,Sea,53000000
16235,Imports,Sea,51000000
16236,Imports,Sea,52000000
16237,Imports,Rail,48000000
16238,Imports,Rail,3000000
16239,Imports,Rail,3000000
16240,Imports,Rail,10000000
16241,Imports,Rail,8000000
16242,Imports,Rail,62000000
16243,Imports,Rail,66000000
16244,Imports,Rail,49000000
16245,Imports,Rail,50000000
16246,Imports,Rail,4000000
16247,Imports,Rail,4000000
16248,Imports,Rail,44000000
16249,Imports,Rail,56000000
16250,Imports,Rail,52000000
16251,Imports,Rail,47000000
16252,Imports,Rail,43000000
16253,Imports,Rail,2000000
16254,Imports,Rail,10000000
16255,Imports,Rail,16000000
16256,Imports,Rail,68000000
16257,Imports,Rail,46000000
16258,Imports,Rail,44000000
16259,Imports,Rail,69000000
16260,Imports,Rail,7000000
16261,Imports,Rail,4000000
16262,Imports,Rail,50000000
16263,Imports,Rail,45000000
16264,Imports,Rail,40000000
16265,Imports,Rail,45000000
16266,Imports,Rail,39000000
16267,Imports,Rail,3000000
16268,Imports,Rail,6000000
16269,Imports,Sea,41000000
16270,Imports,Sea,47000000
16271,Imports,Sea,48000000
16272,Imports,Sea,43000000
16273,Imports,Sea,35000000
16274,Imports,Sea,3000000
16275,Imports,Sea,4000000
16276,Imports,Sea,69000000
16277,Imports,Sea,53000000
16278,Imports,Sea,36000000
16279,Imports,Sea,54000000
16280,Imports,Sea,45000000
16281,Imports,Sea,2000000
16282,Imports,Sea,21000000
16283,Imports,Sea,55000000
16284,Imports,Sea,55000000
16285,Imports,Sea,43000000
16286,Imports,Sea,49000000
16287,Imports,Sea,44000000
16288,Imports,Sea,2000000
16289,Imports,Sea,6000000
16290,Imports,Road,31000000
16291,Imports,Road,56000000
16292,Imports,Road,43000000
16293,Imports,Road,55000000
16294,Imports,Road,39000000
16295,Imports,Road,2000000
16296,Imports,Road,7000000
16297,Imports,Road,49000000
16298,Imports,Road,78000000
16299,Imports,Road,42000000
16300,Imports,Road,45000000
16301,Imports,Road,36000000
16302,Imports,Road,3000000
16303,Imports,Road,5000000
16304,Imports,Road,50000000
16305,Imports,Road,51000000
16306,Imports,Road,37000000
16307,Imports,Road,53000000
16308,Imports,Road,48000000
16309,Imports,Road,2000000
16310,Imports,Road,4000000
16311,Imports,Road,44000000
16312,Imports,Road,53000000
16313,Imports,Road,46000000
16314,Imports,Road,44000000
16315,Imports,Road,30000000
16316,Imports,Road,1000000
16317,Imports,Road,2000000
16318,Imports,Road,57000000
16319,Imports,Road,41000000
16320,Imports,Road,75000000
16321,Imports,Road,3000000
16322,Imports,Road,7000000
16323,Imports,Road,17000000
16324,Imports,Road,23000000
16325,Imports,Road,36000000
16326,Imports,Road,48000000
16327,Imports,Road,3000000
16328,Imports,Road,3000000
16329,Imports,Road,4000000
16330,Imports,Road,20000000
16331,Imports,Road,23000000
16332,Imports,Road,41000000
16333,Imports,Road,26000000
16334,Imports,Road,28000000
16335,Imports,Road,2000000
16336,Imports,Road,3000000
16337,Imports,Road,20000000
16338,Imports,Road,17000000
16339,Imports,Road,24000000
16340,Imports,Road,27000000
16341,Imports,Sea,23000000
16342,Imports,Sea,3000000
16343,Imports,Sea,2000000
16344,Imports,Sea,18000000
16345,Imports,Sea,26000000
16346,Imports,Sea,24000000
16347,Imports,Sea,20000000
16348,Imports,Sea,35000000
16349,Imports,Sea,2000000
16350,Imports,Sea,5000000
